ENTREZID	ENSEMBL	SYMBOL	GENENAME
13557	ENSMUSG00000016477	E2f3	E2F transcription factor 3
14960	ENSMUSG00000036594	H2-Aa	histocompatibility 2, class II antigen A, alpha
21928	ENSMUSG00000021281	Tnfaip2	tumor necrosis factor, alpha-induced protein 2
12349	ENSMUSG00000027562	Car2	carbonic anhydrase 2
226777	ENSMUSG00000039349	C130074G19Rik	RIKEN cDNA C130074G19 gene
67222	ENSMUSG00000024528	Srfbp1	serum response factor binding protein 1
12351	ENSMUSG00000000805	Car4	carbonic anhydrase 4
68312	ENSMUSG00000004035	Gstm7	glutathione S-transferase, mu 7
11513	ENSMUSG00000031659	Adcy7	adenylate cyclase 7
639774	ENSMUSG00000078599	Skint8	selection and upkeep of intraepithelial T cells 8
110763	NA	Igkj5	immunoglobulin kappa joining 5
100504183	ENSMUSG00000078253	Krtap16-1	keratin associated protein 16-1
12189	ENSMUSG00000017146	Brca1	breast cancer 1, early onset
545291	ENSMUSG00000074852	Hpse2	heparanase 2
230917	ENSMUSG00000044700	Tmem201	transmembrane protein 201
100862004	NA	NA	NA
17855	ENSMUSG00000041939	Mvk	mevalonate kinase
18005	ENSMUSG00000026622	Nek2	NIMA (never in mitosis gene a)-related expressed kinase 2
18005	ENSMUSG00000110797	Nek2	NIMA (never in mitosis gene a)-related expressed kinase 2
241327	ENSMUSG00000046618	Olfml2a	olfactomedin-like 2A
12649	ENSMUSG00000032113	Chek1	checkpoint kinase 1
237911	ENSMUSG00000034329	Brip1	BRCA1 interacting protein C-terminal helicase 1
382051	ENSMUSG00000048371	Pdp2	pyruvate dehyrogenase phosphatase catalytic subunit 2
217653	ENSMUSG00000047534	Mis18bp1	MIS18 binding protein 1
22137	ENSMUSG00000038379	Ttk	Ttk protein kinase
69902	ENSMUSG00000028741	Mrto4	mRNA turnover 4, ribosome maturation factor
333883	ENSMUSG00000068686	Cd59b	CD59b antigen
320051	ENSMUSG00000034584	Exph5	exophilin 5
68527	ENSMUSG00000026668	Ucma	upper zone of growth plate and cartilage matrix associated
100415915	ENSMUSG00000085112	A530072M11Rik	RIKEN cDNA gene A530072M11
24108	ENSMUSG00000035186	Ubd	ubiquitin D
268807	ENSMUSG00000022357	Klhl38	kelch-like 38
268807	ENSMUSG00000116332	Klhl38	kelch-like 38
14119	ENSMUSG00000024598	Fbn2	fibrillin 2
12829	ENSMUSG00000067158	Col4a4	collagen, type IV, alpha 4
231506	ENSMUSG00000035310	Lin54	lin-54 homolog (C. elegans)
29873	ENSMUSG00000032482	Cspg5	chondroitin sulfate proteoglycan 5
116847	ENSMUSG00000041577	Prelp	proline arginine-rich end leucine-rich repeat
72828	ENSMUSG00000032020	Ubash3b	ubiquitin associated and SH3 domain containing, B
319520	ENSMUSG00000031530	Dusp4	dual specificity phosphatase 4
60411	ENSMUSG00000021714	Cenpk	centromere protein K
67731	ENSMUSG00000022358	Fbxo32	F-box protein 32
67731	ENSMUSG00000116076	Fbxo32	F-box protein 32
327768	ENSMUSG00000111994	A330049N07Rik	RIKEN cDNA A330049N07 gene
12442	ENSMUSG00000032218	Ccnb2	cyclin B2
100043407	NA	Gm4419	predicted gene 4419
100503799	NA	Gm7931	non-histone chromosomal protein HMG-17-like
94249	ENSMUSG00000063873	Slc24a3	solute carrier family 24 (sodium/potassium/calcium exchanger), member 3
58176	ENSMUSG00000104445	Rhbg	Rhesus blood group-associated B glycoprotein
432995	ENSMUSG00000096215	Smim22	small integral membrane protein 22
11796	ENSMUSG00000032000	Birc3	baculoviral IAP repeat-containing 3
232533	ENSMUSG00000001630	Stk38l	serine/threonine kinase 38 like
83553	ENSMUSG00000031397	Tktl1	transketolase-like 1
23928	ENSMUSG00000026840	Lamc3	laminin gamma 3
381293	ENSMUSG00000041498	Kif14	kinesin family member 14
11857	ENSMUSG00000030220	Arhgdib	Rho, GDP dissociation inhibitor (GDI) beta
320916	ENSMUSG00000063430	Wscd2	WSC domain containing 2
13024	ENSMUSG00000044258	Ctla2a	cytotoxic T lymphocyte-associated protein 2 alpha
216835	ENSMUSG00000020905	Usp43	ubiquitin specific peptidase 43
227545	ENSMUSG00000045319	Proser2	proline and serine rich 2
320825	ENSMUSG00000060487	Samd5	sterile alpha motif domain containing 5
319939	ENSMUSG00000020422	Tns3	tensin 3
94352	ENSMUSG00000034205	Loxl2	lysyl oxidase-like 2
216021	ENSMUSG00000036923	Stox1	storkhead box 1
622320	ENSMUSG00000044952	Kctd21	potassium channel tetramerisation domain containing 21
14160	ENSMUSG00000020140	Lgr5	leucine rich repeat containing G protein coupled receptor 5
53897	ENSMUSG00000049721	Gal3st1	galactose-3-O-sulfotransferase 1
333605	ENSMUSG00000049176	Frmpd4	FERM and PDZ domain containing 4
381822	ENSMUSG00000098318	Lockd	lncRNA downstream of Cdkn1b
14205	ENSMUSG00000031380	Vegfd	vascular endothelial growth factor D
17772	ENSMUSG00000031337	Mtm1	X-linked myotubular myopathy gene 1
52009	ENSMUSG00000024165	Jpt2	Jupiter microtubule associated homolog 2
211623	ENSMUSG00000095304	Plac9a	placenta specific 9a
54140	ENSMUSG00000020123	Avpr1a	arginine vasopressin receptor 1A
30058	ENSMUSG00000048007	Timm8a1	translocase of inner mitochondrial membrane 8A1
11799	ENSMUSG00000017716	Birc5	baculoviral IAP repeat-containing 5
69655	ENSMUSG00000028865	Cd164l2	CD164 sialomucin-like 2
68910	ENSMUSG00000068551	Zfp467	zinc finger protein 467
109042	ENSMUSG00000037060	Cavin3	caveolae associated 3
319767	ENSMUSG00000055415	Atp10b	ATPase, class V, type 10B
71564	ENSMUSG00000055862	Izumo4	IZUMO family member 4
242608	ENSMUSG00000028600	Podn	podocan
107607	ENSMUSG00000038058	Nod1	nucleotide-binding oligomerization domain containing 1
233168	ENSMUSG00000056383	AI987944	expressed sequence AI987944
14825	ENSMUSG00000029380	Cxcl1	chemokine (C-X-C motif) ligand 1
24053	ENSMUSG00000035296	Sgcg	sarcoglycan, gamma (dystrophin-associated glycoprotein)
19739	ENSMUSG00000020599	Rgs9	regulator of G-protein signaling 9
20249	ENSMUSG00000037071	Scd1	stearoyl-Coenzyme A desaturase 1
319953	ENSMUSG00000022442	Ttll1	tubulin tyrosine ligase-like 1
74513	ENSMUSG00000036902	Neto2	neuropilin (NRP) and tolloid (TLL)-like 2
12532	ENSMUSG00000044201	Cdc25c	cell division cycle 25C
71761	ENSMUSG00000015890	Amdhd1	amidohydrolase domain containing 1
67792	ENSMUSG00000042671	Rgs8	regulator of G-protein signaling 8
64177	ENSMUSG00000029868	Trpv6	transient receptor potential cation channel, subfamily V, member 6
60530	ENSMUSG00000035455	Fignl1	fidgetin-like 1
11801	ENSMUSG00000015854	Cd5l	CD5 antigen-like
12035	ENSMUSG00000030268	Bcat1	branched chain aminotransferase 1, cytosolic
227753	ENSMUSG00000026879	Gsn	gelsolin
18767	ENSMUSG00000027499	Pkia	protein kinase inhibitor, alpha
21826	ENSMUSG00000023885	Thbs2	thrombospondin 2
67187	ENSMUSG00000026974	Zmynd19	zinc finger, MYND domain containing 19
235028	ENSMUSG00000059475	Zfp426	zinc finger protein 426
15558	ENSMUSG00000034997	Htr2a	5-hydroxytryptamine (serotonin) receptor 2A
381073	ENSMUSG00000071230	Npw	neuropeptide W
60510	ENSMUSG00000062542	Syt9	synaptotagmin IX
70645	ENSMUSG00000072980	Oip5	Opa interacting protein 5
74342	ENSMUSG00000060780	Lrrtm1	leucine rich repeat transmembrane neuronal 1
70021	ENSMUSG00000071547	Nt5dc2	5'-nucleotidase domain containing 2
18162	ENSMUSG00000022206	Npr3	natriuretic peptide receptor 3
234878	ENSMUSG00000031853	Map3k21	mitogen-activated protein kinase kinase kinase 21
72244	ENSMUSG00000054676	1600014C10Rik	RIKEN cDNA 1600014C10 gene
13496	ENSMUSG00000019564	Arid3a	AT rich interactive domain 3A (BRIGHT-like)
56150	ENSMUSG00000029910	Mad2l1	MAD2 mitotic arrest deficient-like 1
231327	ENSMUSG00000029246	Ppat	phosphoribosyl pyrophosphate amidotransferase
317677	ENSMUSG00000079343	C1s2	complement component 1, s subcomponent 2
271842	ENSMUSG00000027324	Rpusd2	RNA pseudouridylate synthase domain containing 2
73804	ENSMUSG00000028678	Kif2c	kinesin family member 2C
21948	ENSMUSG00000019489	Cd70	CD70 antigen
77018	ENSMUSG00000058897	Col25a1	collagen, type XXV, alpha 1
227612	ENSMUSG00000059555	Tor4a	torsin family 4, member A
108912	ENSMUSG00000048922	Cdca2	cell division cycle associated 2
23801	ENSMUSG00000020892	Aloxe3	arachidonate lipoxygenase 3
70350	ENSMUSG00000045763	Basp1	brain abundant, membrane attached signal protein 1
100503380	ENSMUSG00000097769	Snhg4	small nucleolar RNA host gene 4
18295	ENSMUSG00000021390	Ogn	osteoglycin
18189	ENSMUSG00000024109	Nrxn1	neurexin I
13844	ENSMUSG00000028664	Ephb2	Eph receptor B2
214901	ENSMUSG00000019214	Chtf18	CTF18, chromosome transmission fidelity factor 18
434215	ENSMUSG00000090958	Lrrc32	leucine rich repeat containing 32
13522	ENSMUSG00000014725	Adam28	a disintegrin and metallopeptidase domain 28
13107	ENSMUSG00000052974	Cyp2f2	cytochrome P450, family 2, subfamily f, polypeptide 2
70693	ENSMUSG00000029090	Adgra3	adhesion G protein-coupled receptor A3
231148	ENSMUSG00000029095	Ablim2	actin-binding LIM protein 2
269582	ENSMUSG00000042489	Clspn	claspin
12062	ENSMUSG00000021070	Bdkrb2	bradykinin receptor, beta 2
382639	ENSMUSG00000037638	Zbtb42	zinc finger and BTB domain containing 42
68859	ENSMUSG00000078350	Smim1	small integral membrane protein 1
217738	ENSMUSG00000050671	Ism2	isthmin 2
207728	ENSMUSG00000030653	Pde2a	phosphodiesterase 2A, cGMP-stimulated
207728	ENSMUSG00000110195	Pde2a	phosphodiesterase 2A, cGMP-stimulated
13711	ENSMUSG00000027186	Elf5	E74-like factor 5
329178	ENSMUSG00000055567	Unc80	unc-80, NALCN activator
14169	ENSMUSG00000025551	Fgf14	fibroblast growth factor 14
233332	ENSMUSG00000058145	Adamts17	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 17
382231	ENSMUSG00000046774	8030474K03Rik	RIKEN cDNA 8030474K03 gene
240518	ENSMUSG00000024901	Peli3	pellino 3
319783	ENSMUSG00000097756	A730056A06Rik	RIKEN cDNA A730056A06 gene
224079	ENSMUSG00000038094	Atp13a4	ATPase type 13A4
226419	ENSMUSG00000016526	Dyrk3	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3
15109	ENSMUSG00000020017	Hal	histidine ammonia lyase
70385	ENSMUSG00000069910	Spdl1	spindle apparatus coiled-coil protein 1
66282	ENSMUSG00000025591	Tma16	translation machinery associated 16
228482	ENSMUSG00000041219	Arhgap11a	Rho GTPase activating protein 11A
19253	ENSMUSG00000026126	Ptpn18	protein tyrosine phosphatase, non-receptor type 18
20357	ENSMUSG00000052133	Sema5b	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B
15223	ENSMUSG00000034227	Foxj1	forkhead box J1
270685	ENSMUSG00000040675	Mthfd1l	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like
19340	ENSMUSG00000019066	Rab3d	RAB3D, member RAS oncogene family
12544	ENSMUSG00000000028	Cdc45	cell division cycle 45
77914	ENSMUSG00000078252	Krtap17-1	keratin associated protein 17-1
14727	ENSMUSG00000112023	Lilr4b	leukocyte immunoglobulin-like receptor, subfamily B, member 4B
84506	ENSMUSG00000050440	Hamp	hepcidin antimicrobial peptide
619288	ENSMUSG00000091017	Fam71a	family with sequence similarity 71, member A
29820	ENSMUSG00000060548	Tnfrsf19	tumor necrosis factor receptor superfamily, member 19
12479	ENSMUSG00000028076	Cd1d1	CD1d1 antigen
56745	ENSMUSG00000017446	C1qtnf1	C1q and tumor necrosis factor related protein 1
380714	ENSMUSG00000020847	Rph3al	rabphilin 3A-like (without C2 domains)
100041286	ENSMUSG00000085156	Snhg15	small nucleolar RNA host gene 15
12796	ENSMUSG00000038357	Camp	cathelicidin antimicrobial peptide
217843	ENSMUSG00000021198	Unc79	unc-79 homolog
14186	ENSMUSG00000005320	Fgfr4	fibroblast growth factor receptor 4
668724	NA	Gm9320	ribosomal protein S24 pseudogene
77125	ENSMUSG00000024810	Il33	interleukin 33
320700	ENSMUSG00000090622	A930033H14Rik	RIKEN cDNA A930033H14 gene
77963	ENSMUSG00000028572	Hook1	hook microtubule tethering protein 1
100529075	ENSMUSG00000080486	Snord100	small nucleolar RNA, C/D box 100
12983	ENSMUSG00000071713	Csf2rb	colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)
381101	ENSMUSG00000040658	Dnph1	2'-deoxynucleoside 5'-phosphate N-hydrolase 1
13421	ENSMUSG00000025279	Dnase1l3	deoxyribonuclease 1-like 3
232714	ENSMUSG00000068587	Mgam	maltase-glucoamylase
110542	ENSMUSG00000023047	Amhr2	anti-Mullerian hormone type 2 receptor
330010	ENSMUSG00000029074	Ttll10	tubulin tyrosine ligase-like family, member 10
110958	ENSMUSG00000030041	M1ap	meiosis 1 associated protein
100861696	NA	NA	NA
231503	ENSMUSG00000050640	Tmem150c	transmembrane protein 150C
67037	ENSMUSG00000028066	Pmf1	polyamine-modulated factor 1
16515	ENSMUSG00000042529	Kcnj12	potassium inwardly-rectifying channel, subfamily J, member 12
27275	ENSMUSG00000022009	Nufip1	nuclear fragile X mental retardation protein interacting protein 1
66857	ENSMUSG00000030214	Plbd1	phospholipase B domain containing 1
109050	ENSMUSG00000048458	Inka2	inka box actin regulator 2
623781	ENSMUSG00000055926	Gm14137	predicted gene 14137
381493	ENSMUSG00000063767	S100a7a	S100 calcium binding protein A7A
12316	ENSMUSG00000033952	Aspm	abnormal spindle microtubule assembly
210105	ENSMUSG00000030469	Zfp719	zinc finger protein 719
212733	ENSMUSG00000043782	Bicdl2	BICD family like cargo adaptor 2
74442	ENSMUSG00000050931	Sgms2	sphingomyelin synthase 2
74442	ENSMUSG00000116143	Sgms2	sphingomyelin synthase 2
18751	ENSMUSG00000052889	Prkcb	protein kinase C, beta
68024	ENSMUSG00000018102	Hist1h2bc	histone cluster 1, H2bc
73712	ENSMUSG00000060962	Dmkn	dermokine
20965	ENSMUSG00000009394	Syn2	synapsin II
67484	ENSMUSG00000036611	Eepd1	endonuclease/exonuclease/phosphatase family domain containing 1
12310	ENSMUSG00000030669	Calca	calcitonin/calcitonin-related polypeptide, alpha
100862072	ENSMUSG00000094526	Gm21451	predicted gene, 21451
78923	ENSMUSG00000058152	Chsy3	chondroitin sulfate synthase 3
68549	ENSMUSG00000026039	Sgo2a	shugoshin 2A
12984	ENSMUSG00000071714	Csf2rb2	colony stimulating factor 2 receptor, beta 2, low-affinity (granulocyte-macrophage)
69716	ENSMUSG00000021569	Trip13	thyroid hormone receptor interactor 13
214239	ENSMUSG00000045838	Ccdc9b	coiled-coil domain containing 9B
71983	ENSMUSG00000006850	Tmco6	transmembrane and coiled-coil domains 6
14618	ENSMUSG00000047797	Gjb1	gap junction protein, beta 1
74480	ENSMUSG00000021838	Samd4	sterile alpha motif domain containing 4
22171	ENSMUSG00000025747	Tyms	thymidylate synthase
68235	ENSMUSG00000038065	Mturn	maturin, neural progenitor differentiation regulator homolog (Xenopus)
12563	ENSMUSG00000039385	Cdh6	cadherin 6
83490	ENSMUSG00000025017	Pik3ap1	phosphoinositide-3-kinase adaptor protein 1
230678	ENSMUSG00000050854	Tmem125	transmembrane protein 125
243300	ENSMUSG00000045348	Nyap1	neuronal tyrosine-phosphorylated phosphoinositide 3-kinase adaptor 1
55983	ENSMUSG00000035357	Pdzrn3	PDZ domain containing RING finger 3
12021	ENSMUSG00000026196	Bard1	BRCA1 associated RING domain 1
100504586	ENSMUSG00000111080	Gm20300	predicted gene, 20300
12306	ENSMUSG00000032231	Anxa2	annexin A2
212753	NA	NA	NA
66701	ENSMUSG00000051346	Spryd4	SPRY domain containing 4
332131	ENSMUSG00000050463	Krt78	keratin 78
12794	ENSMUSG00000024873	Cnih2	cornichon family AMPA receptor auxiliary protein 2
105439	ENSMUSG00000055717	Slain1	SLAIN motif family, member 1
71367	ENSMUSG00000047161	Chst9	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 9
18599	ENSMUSG00000025329	Padi1	peptidyl arginine deiminase, type I
12521	ENSMUSG00000027215	Cd82	CD82 antigen
57814	ENSMUSG00000047330	Kcne4	potassium voltage-gated channel, Isk-related subfamily, gene 4
54199	ENSMUSG00000043953	Ccrl2	chemokine (C-C motif) receptor-like 2
100039062	NA	Gm2027	nuclear assembly factor 1 homolog pseudogene
210710	ENSMUSG00000032750	Gab3	growth factor receptor bound protein 2-associated protein 3
269328	ENSMUSG00000050808	Muc15	mucin 15
319765	ENSMUSG00000033581	Igf2bp2	insulin-like growth factor 2 mRNA binding protein 2
224065	ENSMUSG00000056423	Uts2b	urotensin 2B
68014	ENSMUSG00000032400	Zwilch	zwilch kinetochore protein
50877	ENSMUSG00000035239	Neu3	neuraminidase 3
100038560	NA	Gm10687	predicted gene 10687
243529	ENSMUSG00000044927	H1fx	H1 histone family, member X
23967	ENSMUSG00000048387	Osr1	odd-skipped related transcription factor 1
13058	ENSMUSG00000015340	Cybb	cytochrome b-245, beta polypeptide
99151	ENSMUSG00000039787	Cercam	cerebral endothelial cell adhesion molecule
114249	ENSMUSG00000040998	Npnt	nephronectin
242505	ENSMUSG00000043003	Rasef	RAS and EF hand domain containing
66197	ENSMUSG00000062248	Cks2	CDC28 protein kinase regulatory subunit 2
16670	ENSMUSG00000046095	Krt32	keratin 32
76131	ENSMUSG00000028175	Depdc1a	DEP domain containing 1a
73808	ENSMUSG00000030976	Tex36	testis expressed 36
64424	ENSMUSG00000028318	Polr1e	polymerase (RNA) I polypeptide E
76872	ENSMUSG00000022768	Ccdc116	coiled-coil domain containing 116
69480	ENSMUSG00000042734	Ttc9	tetratricopeptide repeat domain 9
67689	ENSMUSG00000024885	Aldh3b1	aldehyde dehydrogenase 3 family, member B1
14622	ENSMUSG00000042357	Gjb5	gap junction protein, beta 5
108052	ENSMUSG00000059336	Slc14a1	solute carrier family 14 (urea transporter), member 1
108052	ENSMUSG00000116373	Slc14a1	solute carrier family 14 (urea transporter), member 1
14239	ENSMUSG00000074676	Foxs1	forkhead box S1
77411	ENSMUSG00000084128	Esrp2	epithelial splicing regulatory protein 2
75686	ENSMUSG00000032565	Nudt16	nudix (nucleoside diphosphate linked moiety X)-type motif 16
224674	ENSMUSG00000024036	Slc37a1	solute carrier family 37 (glycerol-3-phosphate transporter), member 1
51944	ENSMUSG00000027331	Knstrn	kinetochore-localized astrin/SPAG5 binding
235604	ENSMUSG00000032936	Camkv	CaM kinase-like vesicle-associated
237436	ENSMUSG00000074802	Gas2l3	growth arrest-specific 2 like 3
16985	ENSMUSG00000018819	Lsp1	lymphocyte specific 1
56072	ENSMUSG00000024972	Lgals12	lectin, galactose binding, soluble 12
59053	ENSMUSG00000022554	Hgh1	HGH1 homolog
21838	ENSMUSG00000032011	Thy1	thymus cell antigen 1, theta
11668	ENSMUSG00000053279	Aldh1a1	aldehyde dehydrogenase family 1, subfamily A1
73121	ENSMUSG00000037962	Rflna	refilin A
76972	ENSMUSG00000086859	Snhg20	small nucleolar RNA host gene 20
328779	ENSMUSG00000039628	Hs3st6	heparan sulfate (glucosamine) 3-O-sulfotransferase 6
100040447	NA	1700036A12Rik	RIKEN cDNA 1700036A12 gene
17082	ENSMUSG00000026069	Il1rl1	interleukin 1 receptor-like 1
208943	ENSMUSG00000033590	Myo5c	myosin VC
66060	ENSMUSG00000046727	Cystm1	cysteine-rich transmembrane module containing 1
319888	ENSMUSG00000046610	Oacyl	O-acyltransferase like
52024	ENSMUSG00000024774	Ankrd22	ankyrin repeat domain 22
260315	ENSMUSG00000020181	Nav3	neuron navigator 3
13867	ENSMUSG00000018166	Erbb3	erb-b2 receptor tyrosine kinase 3
67824	ENSMUSG00000063445	Nmral1	NmrA-like family domain containing 1
14570	ENSMUSG00000073433	Arhgdig	Rho GDP dissociation inhibitor (GDI) gamma
72415	ENSMUSG00000023940	Sgo1	shugoshin 1
69740	ENSMUSG00000033554	Dph5	diphthamide biosynthesis 5
18969	ENSMUSG00000024833	Pola2	polymerase (DNA directed), alpha 2
19668	ENSMUSG00000017007	Rbpjl	recombination signal binding protein for immunoglobulin kappa J region-like
17112	ENSMUSG00000027800	Tm4sf1	transmembrane 4 superfamily member 1
78317	ENSMUSG00000047810	Ccdc88b	coiled-coil domain containing 88B
320571	ENSMUSG00000028457	Atp8b5	ATPase, class I, type 8B, member 5
545551	NA	BC021767	cingulin pseudogene
271970	ENSMUSG00000046561	Arsj	arylsulfatase J
26427	ENSMUSG00000027230	Creb3l1	cAMP responsive element binding protein 3-like 1
52028	ENSMUSG00000006464	Bbs1	Bardet-Biedl syndrome 1 (human)
67434	ENSMUSG00000022237	Ankrd33b	ankyrin repeat domain 33B
11687	ENSMUSG00000018924	Alox15	arachidonate 15-lipoxygenase
18175	ENSMUSG00000049134	Nrap	nebulin-related anchoring protein
16854	ENSMUSG00000050335	Lgals3	lectin, galactose binding, soluble 3
627872	ENSMUSG00000096141	Dnah7a	dynein, axonemal, heavy chain 7A
240633	ENSMUSG00000024771	Lipk	lipase, family member K
100216534	ENSMUSG00000064725	Snord96a	small nucleolar RNA, C/D box 96A
69270	ENSMUSG00000027454	Gins1	GINS complex subunit 1 (Psf1 homolog)
56742	ENSMUSG00000068744	Psrc1	proline/serine-rich coiled-coil 1
76375	ENSMUSG00000030610	Det1	de-etiolated homolog 1 (Arabidopsis)
108961	ENSMUSG00000046179	E2f8	E2F transcription factor 8
104367	ENSMUSG00000065124	Snora65	small nucleolar RNA, H/ACA box 65
77022	ENSMUSG00000098090	2700099C18Rik	NDC80 homolog, kinetochore complex component pseudogene
71982	ENSMUSG00000038301	Snx10	sorting nexin 10
11537	ENSMUSG00000061780	Cfd	complement factor D (adipsin)
625514	NA	Gm6594	high mobility group nucleosomal binding domain 2 pseudogene
100216537	ENSMUSG00000065126	Snord104	small nucleolar RNA, C/D box 104
243339	ENSMUSG00000043388	Tmem130	transmembrane protein 130
171282	ENSMUSG00000052392	Acot4	acyl-CoA thioesterase 4
260299	ENSMUSG00000054793	Cadm4	cell adhesion molecule 4
277973	ENSMUSG00000014786	Slc9a5	solute carrier family 9 (sodium/hydrogen exchanger), member 5
14421	ENSMUSG00000006731	B4galnt1	beta-1,4-N-acetyl-galactosaminyl transferase 1
27221	ENSMUSG00000002835	Chaf1a	chromatin assembly factor 1, subunit A (p150)
72446	ENSMUSG00000032841	Prr5l	proline rich 5 like
19131	ENSMUSG00000059934	Prh1	proline rich protein HaeIII subfamily 1
11517	ENSMUSG00000029778	Adcyap1r1	adenylate cyclase activating polypeptide 1 receptor 1
69878	ENSMUSG00000020018	Snrpf	small nuclear ribonucleoprotein polypeptide F
78284	ENSMUSG00000027938	Creb3l4	cAMP responsive element binding protein 3-like 4
18595	ENSMUSG00000029231	Pdgfra	platelet derived growth factor receptor, alpha polypeptide
105853	ENSMUSG00000024479	Mal2	mal, T cell differentiation protein 2
245671	ENSMUSG00000041649	Klf8	Kruppel-like factor 8
76261	ENSMUSG00000060512	0610040J01Rik	RIKEN cDNA 0610040J01 gene
70024	ENSMUSG00000026669	Mcm10	minichromosome maintenance 10 replication initiation factor
19362	ENSMUSG00000030346	Rad51ap1	RAD51 associated protein 1
269513	ENSMUSG00000055761	Nkain3	Na+/K+ transporting ATPase interacting 3
27214	ENSMUSG00000002297	Dbf4	DBF4 zinc finger
69032	ENSMUSG00000032530	Lyzl4	lysozyme-like 4
72807	ENSMUSG00000078994	Zfp429	zinc finger protein 429
216225	ENSMUSG00000020062	Slc5a8	solute carrier family 5 (iodide transporter), member 8
110095	ENSMUSG00000021069	Pygl	liver glycogen phosphorylase
320405	ENSMUSG00000017978	Cadps2	Ca2+-dependent activator protein for secretion 2
54120	ENSMUSG00000039131	Gipc2	GIPC PDZ domain containing family, member 2
231946	ENSMUSG00000047115	Fam221a	family with sequence similarity 221, member A
22437	ENSMUSG00000079243	Xirp1	xin actin-binding repeat containing 1
56314	ENSMUSG00000037007	Zfp113	zinc finger protein 113
28240	ENSMUSG00000009292	Trpm2	transient receptor potential cation channel, subfamily M, member 2
70335	ENSMUSG00000035504	Reep6	receptor accessory protein 6
17879	ENSMUSG00000056328	Myh1	myosin, heavy polypeptide 1, skeletal muscle, adult
271849	ENSMUSG00000035109	Shc4	SHC (Src homology 2 domain containing) family, member 4
19415	ENSMUSG00000029602	Rasal1	RAS protein activator like 1 (GAP1 like)
12828	ENSMUSG00000079465	Col4a3	collagen, type IV, alpha 3
73420	ENSMUSG00000031971	Ccsap	centriole, cilia and spindle associated protein
69568	ENSMUSG00000066735	Vkorc1l1	vitamin K epoxide reductase complex, subunit 1-like 1
100502946	ENSMUSG00000085495	Gm16796	predicted gene, 16796
100503545	ENSMUSG00000061356	Nuggc	nuclear GTPase, germinal center associated
20724	ENSMUSG00000067006	Serpinb5	serine (or cysteine) peptidase inhibitor, clade B, member 5
665270	ENSMUSG00000029134	Plb1	phospholipase B1
16516	ENSMUSG00000062609	Kcnj15	potassium inwardly-rectifying channel, subfamily J, member 15
15437	ENSMUSG00000027102	Hoxd8	homeobox D8
15365	NA	Hmga2-ps1	high mobility group AT-hook 2, pseudogene 1
56508	ENSMUSG00000049044	Rapgef4	Rap guanine nucleotide exchange factor (GEF) 4
328234	ENSMUSG00000044164	Rnf182	ring finger protein 182
13537	ENSMUSG00000027368	Dusp2	dual specificity phosphatase 2
14794	ENSMUSG00000038451	Spsb2	splA/ryanodine receptor domain and SOCS box containing 2
219140	ENSMUSG00000021990	Spata13	spermatogenesis associated 13
233781	ENSMUSG00000030657	Xylt1	xylosyltransferase 1
234396	ENSMUSG00000046295	Ankle1	ankyrin repeat and LEM domain containing 1
16578	ENSMUSG00000032489	Kif9	kinesin family member 9
319186	ENSMUSG00000114279	Hist1h2bm	histone cluster 1, H2bm
18025	ENSMUSG00000029832	Nfe2l3	nuclear factor, erythroid derived 2, like 3
211480	ENSMUSG00000058743	Kcnj14	potassium inwardly-rectifying channel, subfamily J, member 14
72155	ENSMUSG00000031756	Cenpn	centromere protein N
66538	ENSMUSG00000051518	Rps19bp1	ribosomal protein S19 binding protein 1
72147	ENSMUSG00000027583	Zbtb46	zinc finger and BTB domain containing 46
11876	ENSMUSG00000028539	Artn	artemin
66175	ENSMUSG00000042485	Mustn1	musculoskeletal, embryonic nuclear protein 1
24084	ENSMUSG00000028845	Tekt2	tektin 2
11979	ENSMUSG00000006567	Atp7b	ATPase, Cu++ transporting, beta polypeptide
210853	ENSMUSG00000063383	Zfp947	zinc finger protein 947
217328	ENSMUSG00000034427	Myo15b	myosin XVB
319655	ENSMUSG00000033152	Podxl2	podocalyxin-like 2
69631	ENSMUSG00000101304	Plet1os	placenta expressed transcript 1, opposite strand
72792	ENSMUSG00000026227	2810459M11Rik	RIKEN cDNA 2810459M11 gene
77032	ENSMUSG00000028251	Tstd3	thiosulfate sulfurtransferase (rhodanese)-like domain containing 3
66548	ENSMUSG00000043822	Adamtsl5	ADAMTS-like 5
16176	ENSMUSG00000027398	Il1b	interleukin 1 beta
20972	ENSMUSG00000022415	Syngr1	synaptogyrin 1
12322	ENSMUSG00000024617	Camk2a	calcium/calmodulin-dependent protein kinase II alpha
74782	ENSMUSG00000020251	Glt8d2	glycosyltransferase 8 domain containing 2
245386	ENSMUSG00000036502	Tmem255a	transmembrane protein 255A
50934	ENSMUSG00000022180	Slc7a8	solute carrier family 7 (cationic amino acid transporter, y+ system), member 8
